A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,month,y
0.694763052140481,-0.6740072893858011,-0.42250874881821043,0.5522518888974113,0.4400834395234915,0.9634699942562748,-0.4005945553799033,0.9913707735067274,0.46576738501251214,-0.9296043931809098,0.12656370414860446,0.9665385236653392,-0.003037471399541971,-0.9647409813085129,0.8491194026080459,0.755182566750164,0.3331797230929351,-0.2697356247421274,-0.8778360172997997,0.5093367265794327,-0.1356953407655051,0.639506129485211,0.7072366286637629,0.6987790815105503,0.5874107297909444,-0.27509043055853993,Feb,0.7976227531612303
-0.86899185193887,-0.44928857740707095,0.32547055305341727,0.4785545474531122,0.922817910253874,-0.7202678241821434,-0.8718742221352336,-0.5231219020084494,-0.586577226075967,-0.10548025444169767,-0.6475249181902585,0.2608441104915677,-0.7252677348980453,-0.7479987640144179,-0.03706964713174472,0.7052206223724682,0.16516404139776925,0.3707795681998982,0.4096870262954809,0.8217679729269506,0.6035531784676869,0.45774123324470223,0.04868417528158148,-0.7225697006678482,-0.5281565709835425,0.1518952611511328,Feb,0.32560639648385453
-0.8070608212739251,0.5695386773969281,0.6481819658106324,0.25627620806789536,-0.037104959387157944,0.2281176156364751,-0.3396043621269662,0.8982461180222245,0.5486638697549105,-0.8522865973194618,0.06322613288386919,-0.4884454539496128,-0.5684924685925365,-0.9673998711767919,-0.6815145541755845,0.20329988291863857,0.3014706650224025,-0.03455621444376988,-0.3270403893370472,-0.5857190126158629,0.31119497483468733,-0.033290741426594224,-0.8118914410399851,-0.9144309735496123,-0.7585166489612896,-0.04102276288704545,Sept,1.7249871348067412
-0.26095031947723085,-0.3199443375517852,0.3295242957043456,0.2772991156596589,0.45153418800451023,0.6378519596982151,-0.9195344205984692,0.7508835093062879,0.3012027999708181,0.7949326754938031,-0.9986172553320007,-0.8600006599738069,-0.11879477890486313,0.7034828294120723,0.8790516974317648,-0.6447436205943187,-0.846039943403118,0.7803572536934013,-0.986498235041012,-0.36459831792787334,-0.5984510123995399,0.8035662113869884,-0.6400982455483182,-0.5637212307512944,-0.7710033986223925,0.4548055085553807,Nov,1.7414740328311544
-0.7614408571981697,-0.5284198502142716,0.6723294282101884,0.8171262873303234,0.4380453422956006,-0.26214335941816896,-0.7712209527311866,-0.0611311848272716,0.9498004447867626,-0.5547259587582603,0.92422285478407,-0.36749242537895993,0.43489564308190043,0.6882776308315457,-0.25390666770857395,0.3478531428048791,-0.7732394036823408,-0.16615829215872083,0.21754584573018662,0.6512096632733474,-0.6499786143392143,-0.30395773710084156,-0.9228292083931002,0.8158174286448008,0.12889318450440684,0.24733610456527558,Sept,1.6459653433033523
0.23822742476408407,-0.8396431612436759,0.4089109627834307,-0.6354206313590756,0.1834160024698366,-0.1638576533406632,-0.27122232087660647,0.032502347624494374,-0.6884691035312727,-0.9295472542251377,-0.5484089257528195,0.09001487425179718,0.8717523544175819,0.6751110098365365,-0.15465428294407005,0.8356083984301,0.7728122129909829,-0.33750733252204923,0.45196566337967536,0.6780684444465973,-0.43663061838469086,-0.10941947826212185,-0.406106967999857,0.7700363117349781,-0.16632732816671308,-0.5480419704453046,Apr,2.6202110806853742
0.6438145536793268,-0.1665957408256817,0.38372981377374543,0.5642583215045645,0.2277725636908478,-0.400350175480479,-0.4105948799607009,0.5426625072632296,-0.8352394017319671,0.6232847360417728,0.6946070205337728,0.009673239446154298,-0.9799027960216307,-0.23963274544803753,0.7118105461717448,0.8352844053311489,0.6261679366746926,-0.05435236911788138,0.9978844558467966,0.24913145921157237,0.49141220186965173,-0.7487008379256066,-0.12764835741767228,-0.002850324689474064,0.09960208284359766,0.5991876324259371,Feb,1.399458531254585
0.4017919403552389,-0.62734128813145,-0.9388949816832473,0.8159800563069376,0.56396097962185,0.8192599279618207,-0.4950197002761372,-0.6047620554362925,-0.9689069823829635,-0.2210668383973895,-0.4719246854154948,-0.9668319541113475,-0.520429352879652,-0.9166133830939642,-0.9103218241454327,-0.035159576383105816,-0.7191277416907234,0.5414036926446374,0.11558602081988824,0.6402031635374144,-0.4895628438609596,0.6591110469970929,0.8581878284181542,0.6341273662781569,-0.1324918971719377,-0.7180639842740746,Apr,-0.43786018012121575
0.6952150531791957,-0.9979735810722832,0.6471073018729484,0.6443136684533798,0.7456090060327898,0.0921722490553789,-0.4303743560105002,0.5718554057999603,-0.14668894757468948,0.3250715859296872,-0.792977296243353,-0.128500919361761,-0.7760530966215522,-0.5539533117414679,0.05041747547584492,0.16335539090767257,-0.07285130167881547,-0.6839024256198365,-0.7470029539383276,-0.03129863676292018,0.1948170716969753,-0.13222236024772413,0.9324441375352365,0.20357293280255262,-0.7661863165044371,0.842907203330125,May,-0.4230517935596624
0.9850577557598933,-0.17074746308936212,-0.5355368932556899,-0.49453587335139604,-0.30630059459083214,0.40853168544780744,0.601074467969577,-0.5463878894528433,0.3304745815009255,-0.7449558119158552,0.422007656746207,-0.8999124446202795,0.5240921472082846,-0.9157208400106023,-0.9168422702526458,0.19555477546076047,-0.508885871291245,-0.9145541536800059,0.6875317597159674,0.7196874033211784,0.9279031719680296,-0.3663601352582251,0.05748290578655329,-0.45669433551978256,0.04522589996462585,-0.6234324165324381,Apr,1.1270638602819265
