A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,month,y
-0.8487099748058562,-0.6150552758732937,0.6733230984223585,0.733546015325889,0.8321193195307964,-0.9969819687032577,0.08786387859121561,-0.8752486038100549,0.7224709302138314,-0.24639918977954367,-0.1406143869096725,-0.5703518376504955,0.3985199412025719,-0.9767605270379708,0.9619081563548115,-0.9111126372653533,0.11447589937509121,-0.9070869250616103,-0.3791787514307212,0.34796373574921263,-0.14603447372457395,-0.49458716333392805,-0.1908427687005991,-0.4664497225979569,0.7481881396188862,-0.976722606413372,Dec,5.959975029241366
-0.5270444677178467,0.17118114282658156,-0.06563124758661389,0.4123426808892398,0.03984740917213614,-0.8264047535220789,-0.7384318133000458,-0.9221327464721125,0.7003876622942165,0.7051709860669697,0.13776490845520356,-0.23576385995307617,-0.894066323060291,0.7554276661482615,0.2780204711299865,-0.03389915932074672,0.047389027038781395,0.3711454465718589,0.05753821904163047,-0.8289720934590108,-0.29407452690418623,-0.5402240743576923,-0.8154680086770965,0.6024219725933971,-0.29487191022059706,-0.49253999933572845,Feb,8.895035233999094
0.1384960252801841,-0.2342836190170897,0.19686863577033548,0.1054289092840348,0.9169845423720508,-0.3940727583954797,0.15158679129688707,0.9335013244965572,-0.8868992591317268,-0.8001146757717098,0.4905619506953357,-0.971366508115242,-0.3767842542356501,-0.8223916731267344,0.2948464846892213,0.2319695838234675,-0.3617359602599577,-0.3774359482178318,0.7385857216767602,-0.39287867052309666,0.004365044858462283,0.7896646501005165,0.5924117294395427,0.688293382033884,-0.2066124845331332,-0.22179813512301563,Dec,-0.040610973434854425
-0.020538652817367904,0.32728846911823356,0.6384795412023629,0.8322569527942636,-0.23113503702296725,0.2051775844511583,-0.7102077146126469,-0.3414707172509431,-0.8177665833759993,0.9584186988858957,0.46409122512281187,0.8997738781445471,-0.5314081343867172,0.18757350979272672,-0.42609885649340606,-0.5871823343795544,0.31479520136204825,-0.892707620018339,0.8970771756866989,-0.04316070267236753,0.12746829804327972,0.053248826547282135,0.2646858679484845,-0.6605843172448331,0.7837612940230068,-0.1213440480193826,Jun,-3.214843337669949
0.5097447840892809,0.4334783120457425,-0.9649995351242662,0.42536574710348984,0.956427738163838,-0.8098484312619532,-0.02704897025463012,0.8223265325117589,0.25732520931016595,-0.2894502015400215,0.1260916096620106,0.37874335495674727,-0.4723947186929871,0.4492144285297175,0.5719901759378675,-0.7235567806342167,0.9066657963214624,0.6106146400184395,-0.9192052935995142,0.8037486519439415,-0.36723756422747944,0.3484303111563949,0.7185406043302902,0.6666142603219248,-0.830847326488217,0.5453847854769966,Nov,4.047269623418626
-0.49058553010722195,-0.164837169390826,-0.009569047686684796,0.5614348821564695,0.9445280922302871,-0.7007882302507733,-0.4947562607229512,0.0912825110531574,0.539802746097424,0.596651183720187,0.7224420490782265,-0.569956838107919,0.9275392059447963,-0.35274849779913636,0.07779729622789787,0.7840912342337384,-0.6490931639337352,-0.8329206886730125,-0.362863250815584,0.7002811195071703,0.8594563417770357,-0.3104353091041206,0.1826843906232598,0.8988988656310636,-0.9314239676075803,0.8270644714901897,May,2.6720335940602165
-0.3593859025653785,-0.19931090220329792,0.3988879222508615,-0.7235547234973407,-0.035787282702446105,-0.9204203438092684,0.6242544328105663,0.17741961274925402,0.7086634696102511,-0.2263235530092986,-0.6260998312940265,0.7789262825451732,0.37541490935131405,0.048578793369397744,0.783843507684492,0.7964463210928975,-0.38619781506905304,-0.5689726378413715,-0.8832200221929599,0.08018201540586062,-0.6808645797100084,0.08975740537169898,-0.2653590877131727,0.7056464137028894,-0.8903559271139266,-0.28187765064456016,Aug,1.2509323602004427
-0.9794428107053111,-0.040109460668218445,-0.9521228546997191,0.18094946292271927,0.30138515727231807,-0.6688671552786711,0.047050052368267786,-0.44962186666118326,-0.5733956544529075,-0.10490789513549331,-0.15096499990551293,-0.10461697338113225,-0.9704562667443433,-0.4597992458656408,0.23576961816375502,0.21600787293631526,0.8262647205966195,-0.44734404664740546,-0.8807601747324918,0.7400901643417171,0.6233783226733649,0.05590214876438452,0.49241422063163187,0.34573565628055947,-0.06599780829950362,-0.7942467243333853,Dec,1.2882626980088572
-0.6391825187934161,-0.41935246491595346,-0.03459449104762214,0.544539922943533,-0.32336320490649767,0.1464203088087477,0.08802028777839353,0.32124332475711415,-0.030683796427897647,-0.18180165014484118,0.48295167482488666,-0.005531417030488086,0.21848961138791737,0.21393768836299926,-0.32030236509171234,0.8730241743710562,-0.7830209961062021,0.10437812172551104,0.9942429509399864,0.7970031178709357,-0.5828551151871844,-0.7146032712224104,0.20352276812370348,0.7052938888554076,0.49168678558369294,0.25309091932567074,Mar,-2.9087770565337085
0.48008066365049784,0.7400041409890616,-0.7922801726158614,-0.5489397675690462,0.4268030622020359,0.017377599394392717,-0.9126714803201759,0.29617964981320827,-0.6979543250346636,-0.8753351568700067,-0.8966186638168702,-0.7442333446742936,0.966997205374193,-0.722649150588631,-0.38776514658896954,0.49745172335409477,-0.5563307243783433,0.11804612145175582,0.2583929184395042,0.9799139235191848,-0.22975360185893406,-0.46562498585242795,-0.0285311764143745,-0.14731511493557264,-0.4413201906814572,-0.02864396181862915,Dec,-0.20781658209021092
